show_id;type;title;director;country;date_added;release_year;rating;duration;listed_in;description
80190841;Movie;OtherLife;Ben C. Lucas;Australia, United Arab Emirates;15/10/2017;2017;TV-MA;96 min;Dramas, Independent Movies, International Movies;After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation.
80162246;Movie;Verónica;Carlos Algara, Alejandro Martinez-Beltran;Mexico;01/10/2017;2017;TV-MA;81 min;Dramas, Independent Movies, International Movies;A reclusive psychologist agrees to treat a patient – whose therapist is missing – at her remote cabin, where the women test each other's boundaries.
80194289;Movie;Gabriel and the Mountain;Fellipe Barbosa;Brazil, France;09/11/2018;2017;TV-MA;132 min;Dramas, Independent Movies, International Movies;In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?
81035108;Movie;Pimpal;Gajendra Ahire;India;15/11/2018;2017;TV-PG;92 min;Dramas, Independent Movies, International Movies;As a lonely widower prepares to leave India to live with his children in America, he looks back on past memories and unfinished business.
81059956;Movie;Familiye;Sedat Kirtan, Kubilay Sarikaya;Germany;01/05/2019;2017;TV-MA;99 min;Dramas, Independent Movies, International Movies;An ex-con struggles to take care of his two brothers, a gambling addict and a young man with Down syndrome, after being released from prison.
80170875;Movie;God's Own Country;Francis Lee;United Kingdom;01/05/2018;2017;TV-MA;105 min;Dramas, Independent Movies, International Movies;In Yorkshire, a withdrawn gay farmer begins a torrid affair with a Romanian migrant worker who shows him the depths of his capacity for affection.
80229829;Movie;Septiembre, un llanto en silencio;Kenneth Müller;Guatemala;10/03/2018;2017;TV-MA;69 min;Dramas, Independent Movies, International Movies;After a terrorist attack in Guatemala, a baby is rendered deaf and motherless and her father is left to raise her alone.
80235958;Movie;Kalki;Dhilip Kumar;India;01/03/2018;2017;TV-14;41 min;Dramas, Independent Movies, International Movies;A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.
80131280;Movie;Sunday's Illness;Ramón Salazar;Spain;15/06/2018;2017;TV-14;113 min;Dramas, Independent Movies, International Movies;Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location.
81062606;Movie;III Smoking Barrels;Sanjib Dey;India;01/06/2019;2017;TV-MA;128 min;Dramas, Independent Movies, International Movies;In three stories set in Northeast India, a child goes on the run, a young adult falls in with the wrong crowd and a desperate man turns to crime.
80162192;Movie;Loco Love;Fernando Sariñana, José Luis Gutiérrez;Mexico;30/07/2017;2017;TV-MA;103 min;Dramas, Independent Movies, International Movies;A young man and woman fall in love but are threatened to be torn apart by the tensions between their Latino and Caucasian communities in Arizona.
80994426;Movie;Pareeth Pandaari;Gafoor Y. Elliyaas;India;01/07/2018;2017;TV-PG;109 min;Dramas, Independent Movies, International Movies;As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations.
81048561;Movie;Bhasmasur;Nishil Sheth;India;29/01/2019;2017;TV-14;74 min;Dramas, Independent Movies, International Movies;In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey.
80228282;Movie;Urvi;Pradeep Verma;India;15/01/2018;2017;TV-MA;121 min;Dramas, Independent Movies, International Movies;After getting tricked into working at a brothel, a medical student joins forces with two of her co-workers to fight their unscrupulous exploiters.
81052277;Movie;Taramani;Ram;India;01/01/2019;2017;TV-14;148 min;Dramas, Independent Movies, International Movies;A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations.
81063743;Movie;Manusangada;Amshan Kumar;India;02/02/2019;2017;TV-14;93 min;Dramas, Independent Movies, International Movies;When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court.
81067758;Movie;Candyflip;Shanawaz Nellikunnil;India;15/02/2019;2017;TV-MA;104 min;Dramas, Independent Movies, International Movies;On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs.
80170992;Movie;Inxeba;John Trengove;South Africa, Germany, Netherlands, France;01/02/2018;2017;TV-MA;88 min;Dramas, Independent Movies, International Movies;At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret.
80988989;Movie;The Cakemaker;Ofir Raul Graizer;Israel, Germany;04/12/2018;2017;TV-14;109 min;Dramas, Independent Movies, International Movies;When a German baker travels to Jerusalem in search of his dead male lover’s family, his growing involvement with them may expose his truth.
81221913;Movie;Kuldip Patwal: I Didn't Do It!;Remy Kohli;India;31/12/2019;2017;TV-MA;126 min;Dramas, Independent Movies, International Movies;Accused of killing a politician, a local grocer’s fight to prove his innocence reveals his lifelong struggles with injustice leading up to the incident.
81213882;Movie;Phullu;Abhishek Saxena;India;31/12/2019;2017;TV-14;96 min;Dramas, Independent Movies, International Movies;Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins.
81217438;Movie;Union Leader;Sanjay Patel;Canada, India;31/12/2019;2017;TV-14;105 min;Dramas, Independent Movies, International Movies;Toxic conditions and a corrupt union leader prompt a chemical plant worker and earnest family man to fight for justice for his fellow laborers.
80218784;Movie;Mantostaan;Rahat Kazmi;India;15/12/2017;2017;TV-MA;75 min;Dramas, Independent Movies, International Movies;Four stories by writer Sadaat Hasan Manto culminate in a single gruesome drama that's set during the partitioning of the Indian subcontinent.
80218783;Movie;Mantra;Nicholas Kharkongor;India;15/12/2017;2017;TV-14;89 min;Dramas, Independent Movies, International Movies;An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.
80203781;Movie;Bhouri;Jasbir Bijendra Bhati;India;01/12/2017;2017;TV-14;123 min;Dramas, Independent Movies, International Movies;A 23-year-old girl who's married to a man more than twice her age is forced to contend with the predatory nature of a male-dominated society.
80171247;Movie;My Happy Family;Nana Ekvtimishvili, Simon Gross;Georgia, Germany, France;01/12/2017;2017;TV-14;119 min;Dramas, Independent Movies, International Movies;A middle-aged wife and mother of two shocks her traditional, multigenerational Georgian household when she announces she's going to live by herself.
80232892;Movie;Invisible;Pablo Giorgelli;Argentina, France;01/08/2018;2017;TV-MA;87 min;Dramas, Independent Movies, International Movies;After learning she's pregnant, a teen grapples with the consequences while trying to go about her life as if nothing has changed.
80993656;Movie;Mater;Pablo D'Alo Abba;Argentina;01/08/2018;2017;TV-MA;80 min;Dramas, Independent Movies, International Movies;A single man in his 30s overwhelmed by his domineering mother meets a lesbian couple willing to go to extreme lengths to have a child.
80195886;Movie;Anarkali of Aarah;Avinash Das;India;01/08/2017;2017;TV-MA;111 min;Dramas, Independent Movies, International Movies;After being sexually harassed by a drunken politician while performing at a public event, a village dancer plots revenge to clear her name.
80227117;Movie;İstanbul Kırmızısı;;Italy, Turkey;04/04/2018;2017;TV-MA;110 min;Dramas, Independent Movies, International Movies;Upon his return to Istanbul, an expat writer-editor finds himself stranded inside a web of tangled relationships after his filmmaker friend vanishes.
80133153;Movie;Pickpockets;Peter Webber;Colombia;12/04/2018;2017;TV-MA;108 min;Dramas, Independent Movies, International Movies;Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogotá from a master in the arts of trickery and deception.
80245518;Movie;Rukh;Atanu Mukherjee;India;01/04/2018;2017;TV-MA;103 min;Dramas, Independent Movies, International Movies;Following the untimely death of his father, a young man begins to reconnect with his family while uncovering some difficult truths.
80201497;Movie;Princess Cyd;Stephen Cone;United States;05/02/2018;2017;TV-MA;97 min;Dramas, Independent Movies, LGBTQ Movies;A teenager moves to Chicago for the summer and finds a poignant mentor in her aunt and a sweet love interest in a girl who works in the neighborhood.
80115857;Movie;The Discovery;Charlie McDowell;United States;31/03/2017;2017;TV-MA;102 min;Dramas, Independent Movies, Romantic Movies;A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research, while his disapproving son falls for a troubled woman.
80172958;Movie;Newness;Drake Doremus;United States;01/02/2018;2017;TV-MA;117 min;Dramas, Independent Movies, Romantic Movies;Martin and Gabi try to form a relationship after meeting through a hookup app, but when boredom creeps in, they seek out an unconventional solution.
80167644;Movie;Bokeh;Geoffrey Orthwein, Andrew Sullivan;United States, Iceland;22/06/2017;2017;TV-14;92 min;Dramas, Independent Movies, Sci-Fi & Fantasy;After learning they are the sole survivors of an eerie apocalypse, a young American couple on vacation in Iceland ponder their love and the future.
81060041;Movie;12 ROUND GUN;Sam Upton;United States;14/03/2019;2017;TV-MA;90 min;Dramas, Independent Movies, Sports Movies;Dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch.
80208793;Movie;The Tribes of Palos Verdes;Brendan Malloy, Emmett Malloy;United States;01/12/2019;2017;R;104 min;Dramas, Independent Movies, Sports Movies;When a move to an exclusive seaside community sends her mother and twin brother into a downward spiral, teenager Medina finds solace in surfing.
80173150;Movie;Walking Out;Alex Smith, Andrew J. Smith;United States;01/10/2019;2017;PG-13;96 min;Dramas, Independent Movies, Thrillers;A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both.
80142103;Movie;Bottom of the World;Richard Sears;Canada, United States;31/03/2017;2017;TV-MA;84 min;Dramas, Independent Movies, Thrillers;En route to a fresh start in Los Angeles, young couple Alex and Scarlett stop over in a sleepy Southwestern town that loosens their grip on reality.
80103734;Movie;Shimmer Lake;Oren Uziel;Canada, United States;09/06/2017;2017;TV-MA;87 min;Dramas, Independent Movies, Thrillers;Unfolding in reverse time, this darkly comic crime thriller follows a local sheriff hunting three bank robbery suspects, one of whom is his brother.
80184135;Movie;Super Dark Times;Kevin Phillips;United States;01/01/2018;2017;TV-MA;104 min;Dramas, Independent Movies, Thrillers;A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable.
80100937;Movie;I Don't Feel at Home in This World Anymore;Macon Blair;United States;24/02/2017;2017;TV-MA;97 min;Dramas, Independent Movies, Thrillers;A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house.
80191294;Movie;Sweet Virginia;Jamie M. Dagg;United States, Canada;01/12/2019;2017;R;93 min;Dramas, Independent Movies, Thrillers;In a remote Alaskan town reeling from a sudden triple murder, a former rodeo champ befriends a lone newcomer with a violent occupation.
80187061;Movie;The Mayor;Park In-je;South Korea;30/09/2017;2017;TV-MA;130 min;Dramas, International Movies;With the presidency in mind, the incumbent mayor of Seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden.
81018235;Movie;​Maj Rati ​​Keteki;Santwana Bardoloi;India;15/09/2018;2017;TV-14;117 min;Dramas, International Movies;A successful writer returns to the town that launched his career, encountering people who spark nostalgic, often painfully illuminating flashbacks.
81018236;Movie;​Mayurakshi;Atanu Ghosh;India;15/09/2018;2017;TV-14;100 min;Dramas, International Movies;When a middle-aged divorcee returns to Kolkata to visit his ailing father, long-buried memories resurface, bringing new discoveries with them.
81018237;Movie;Red Oleanders Raktokarobi;Amitava Bhattacharya;India;15/09/2018;2017;TV-14;112 min;Dramas, International Movies;When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives.
81018238;Movie;Samantaral;Partha Chakraborty;India;15/09/2018;2017;TV-MA;110 min;Dramas, International Movies;On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years.
80168028;Movie;The Lost Brother;Israel Adrián Caetano;Argentina, Uruguay, Spain, France;01/09/2017;2017;TV-MA;113 min;Dramas, International Movies;While settling the affairs of his murdered mother and brother, a man partners with a local thug in a life insurance scam, putting him on a dark path.
80191963;Movie;The Black Prince;Kavi Raz;United Kingdom, India, United States;03/10/2018;2017;PG-13;121 min;Dramas, International Movies;After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama.
81025935;Movie;Meghnadbodh Rohoshyo;Anik Datta;India;15/10/2018;2017;TV-14;150 min;Dramas, International Movies;A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.
81024703;Movie;Dushman;Shagufta Rafique;;01/10/2018;2017;TV-14;141 min;Dramas, International Movies;An Indian hotel waiter forms an unlikely bond with a Pakistani colleague when the establishment’s criminal owner threatens to ruin both their lives.
80236993;Movie;The Desert Bride;Cecilia Atán, Valeria Pivato;Argentina, Chile;08/11/2018;2017;TV-14;78 min;Dramas, International Movies;While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities.
81035109;Movie;Mala Kahich Problem Nahi;Sameer Vidwans;India;15/11/2018;2017;TV-PG;132 min;Dramas, International Movies;With their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family.
80122177;Movie;The Giant;Aitor Arregi, Jon Garaño;Spain;15/11/2018;2017;TV-MA;115 min;Dramas, International Movies;In 1843, crippled Martin returns from war to his Basque hometown and finds his brother has grown into a giant, which they turn into a circus act.
80237420;Movie;The Workshop;Laurent Cantet;France;10/11/2018;2017;TV-MA;114 min;Dramas, International Movies;In an old shipyard town in France, sociopolitical tensions beset a writing workshop where the instructor notices a student with a dark side.
80993495;Movie;Ajji;Devashish Makhija;India;01/05/2018;2017;TV-MA;105 min;Dramas, International Movies;When her small granddaughter is sexually assaulted by a powerful man and no justice is served, a poor, frail old woman plots her violent revenge.
80990816;Movie;Hombanna;Rakshith Thirthahalli;India;01/05/2018;2017;TV-14;126 min;Dramas, International Movies;In the forests of Karnataka, a farmer and his community face eviction from the land when they get caught in the currents of socio-political change.
80239442;Movie;Bilu Rakkhosh;Indrasis Acharya;India;15/03/2018;2017;TV-14;127 min;Dramas, International Movies;Torn between his demanding corporate career, his passion for music and his turbulent family life, a man struggles to keep his inner demons in check.
80237300;Movie;The Art of Loving;Maria Sadowska;Poland;15/03/2018;2017;TV-MA;115 min;Dramas, International Movies;During Communist rule, a Polish gynecologist and sexologist defies taboo and fights to publish her groundbreaking book on love and sex.
80238291;Movie;Samarppanam;K. Gopinathan;India;01/03/2018;2017;TV-14;116 min;Dramas, International Movies;When a young girl is killed in a suspicious train accident, three very different lives become intertwined in their quest for answers.
80238293;Movie;Solo;Bejoy Nambiar;India;01/03/2018;2017;TV-14;150 min;Dramas, International Movies;Four disparate lives – a gangster, a student, a veterinarian and a soldier – are evocatively connected to elements of earth, fire, wind and water.
80244078;Movie;The Silence;Gajendra Ahire;India;01/03/2018;2017;TV-MA;90 min;Dramas, International Movies;On a train in Mumbai, 20-something Chini witnesses a horrific attack that triggers memories of a dark chapter from her youth. Based on a true story.
80171598;Movie;Kaabil;Sanjay Gupta;India;25/06/2017;2017;TV-PG;139 min;Dramas, International Movies;The happy life of a young blind couple is shattered when the wife is raped and corrupt police won't help, sending the husband on a quest for revenge.
80991026;Movie;The last hour;Eduardo Mendoza de Echave;Chile, Peru;15/06/2018;2017;TV-MA;119 min;Dramas, International Movies;In this compelling true story, two Peruvian detectives go undercover to locate and capture the elusive leader of the Shining Path guerrilla army.
80994443;Movie;B.A. Pass 2;Shadab Khan;India;01/06/2018;2017;TV-14;126 min;Dramas, International Movies;A young woman eager to avoid an arranged marriage moves to Mumbai, where she learns hard truths about show business, life and love.
80244472;Movie;Dance Academy: The Comeback;Jeffrey Walker;Germany, Australia;02/07/2018;2017;TV-PG;100 min;Dramas, International Movies;In this adaptation of the TV series, Tara recovers from injury and pursues a career in the U.S., where she grapples with love and professional rejection.
80167460;Movie;Uncertain Glory;Agustí Villaronga;Spain;17/07/2017;2017;TV-MA;116 min;Dramas, International Movies;When Lluís, a disinterested Spanish soldier, meets Carlana, he falls quickly in love, but soon discovers that Carlana's true passion is power.
80993650;Movie;Temporada de Caza;Natalia Garagiola;Argentina, France, Germany;15/07/2018;2017;TV-MA;108 min;Dramas, International Movies;Animosity gives way to love and forgiveness when an angry teenager reunites with his estranged biological father in the wilds of Patagonia.
80994423;Movie;Daffedar;Johnson Esthappan;India;01/07/2018;2017;TV-PG;151 min;Dramas, International Movies;A retired government worker continues to dedicate himself to public service, but his principled ways soon clash with those of his extravagant sons.
80994573;Movie;Kaviyude Osyath;Vineeth Anil;India;01/07/2018;2017;TV-PG;116 min;Dramas, International Movies;When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend.
80994419;Movie;Paathi;Chandran Narikode;India;01/07/2018;2017;TV-MA;89 min;Dramas, International Movies;A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner.
80994420;Movie;Sarvopari Palakkaran;Venugopan;India;01/07/2018;2017;TV-14;133 min;Dramas, International Movies;In the course of a human trafficking investigation, a conservative cop crosses paths with an artist-activist in a clash of worldviews.
80994572;Movie;Viswasapoorvam Mansoor;P.T. Kunju Muhammad;India;01/07/2018;2017;TV-14;125 min;Dramas, International Movies;When a mother and her daughter arrive to stay in his home in Kerala, a young Muslim man becomes torn between love, faith and clashing political views.
80108149;Movie;Milada;David Mrnka;Czech Republic, United States;12/01/2018;2017;TV-MA;124 min;Dramas, International Movies;Politician and human rights campaigner Milada Horáková battles against all odds to defend her beliefs in a Czechoslovakia under Communist rule.
80221637;Movie;Maacher Jhol;Pratim D. Gupta;India, France;01/01/2018;2017;TV-PG;107 min;Dramas, International Movies;On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever.
81067757;Movie;Ayana;Gangadhar Salimath;India;15/02/2019;2017;TV-14;112 min;Dramas, International Movies;With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions.
81172756;Movie;Celebrity Marriage;Pascal Amanfo;;06/12/2019;2017;TV-14;107 min;Dramas, International Movies;A successful actress with an abusive husband confides in friends who have troubling relationship issues of their own.
81172758;Movie;Slow Country;Eric Aghimien;Nigeria;06/12/2019;2017;TV-MA;115 min;Dramas, International Movies;Desperate to leave a life of prostitution, a teenage mother attempts to outsmart her ruthless boss who is determined to keep his prized asset.
80187471;Movie;Power Paandi;Dhanush;India;01/12/2018;2017;TV-14;124 min;Dramas, International Movies;Retired, restless and constantly butting heads with his son, a former stuntman escapes on a road trip that becomes a journey to find his first love.
80208295;Movie;No One Will Ever Know;Jesús Torres Torres;Mexico;05/08/2019;2017;TV-MA;102 min;Dramas, International Movies;A mother and young son escape into their own imaginations to ignore the reality of their lives in rural Mexico.
80998560;Movie;History of Joy;Vishnu Govindhan;India;01/08/2018;2017;TV-14;118 min;Dramas, International Movies;The life of a high-flying law student takes a drastic turn when a bout of misfortune changes his status in society for good.
80998562;Movie;Kaaliyan;Jijo Pancode;;01/08/2018;2017;TV-14;105 min;Dramas, International Movies;An aggressive, wayward fisherman abandons his wife and daughters, who grow up to face the consequences of their father's mistakes.
80998565;Movie;Minnaminugu the FireFly;Anil Thomas;India;01/08/2018;2017;TV-PG;128 min;Dramas, International Movies;A nameless widow juggles multiple jobs to support her daughter’s decision to study abroad, only to discover that she has other plans.
81002213;Movie;Tikli and Laxmi Bomb;Aditya Kripalani;India;01/08/2018;2017;TV-MA;151 min;Dramas, International Movies;Two frustrated sex workers cut out the middlemen from their business affairs and start a cooperative that's run entirely by women.
80198419;Movie;The Price of Success;Teddy Lussi-Modeste;France;30/04/2018;2017;TV-MA;92 min;Dramas, International Movies;Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame.
80100054;Movie;Skins;Eduardo Casanova;Spain;01/04/2017;2017;TV-MA;78 min;Dramas, International Movies;Deformed, disfigured characters must find a way to deal with society shunning their differences in this darkly comic social drama.
80204433;Movie;Lucknow Central;Ranjit Tiwari;India;16/10/2017;2017;TV-14;144 min;Dramas, International Movies, Music & Musicals;After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band.
80245408;Movie;Secret Superstar;Advait Chandan;India;23/03/2018;2017;TV-14;150 min;Dramas, International Movies, Music & Musicals;A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.
80206917;Movie;The Music of Silence;Michael Radford;Italy;01/07/2018;2017;TV-PG;115 min;Dramas, International Movies, Music & Musicals;Based on the autobiography by tenor Andrea Bocelli, this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame.
81014824;Movie;Rangreza;Amir Mohiuddin;Pakistan;01/08/2018;2017;TV-14;126 min;Dramas, International Movies, Music & Musicals;A high-flying rock star and son of a politician falls for a woman from a qawwal family, leading to a love triangle that may consume everyone involved.
81016317;Movie;Galih dan Ratna;Lucky Kuswandi;Indonesia;15/09/2018;2017;TV-PG;111 min;Dramas, International Movies, Romantic Movies;Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song.
81165786;Movie;The Bridge;Kunle Afolayan;Nigeria;01/09/2019;2017;TV-14;119 min;Dramas, International Movies, Romantic Movies;A Yoruba prince and a young lady from a prominent Igbo family face tribal prejudice and parental pressure when they secretly wed.
80178720;Movie;Kiss & Cry;Sean Cisterna;Canada;01/05/2017;2017;TV-14;93 min;Dramas, International Movies, Romantic Movies;Faced with a rare form of throat cancer, teen figure skater Carley Allison finds strength in singing for an online audience in this biopic.
80238637;Movie;Shubh Aarambh;Amit Barot;India;01/03/2018;2017;TV-PG;127 min;Dramas, International Movies, Romantic Movies;As her own wedding looms on the horizon, a marriage counselor strives to save her future in-laws' crumbling relationship.
80113589;Movie;Amar;Esteban Crespo;Spain;15/07/2017;2017;TV-MA;104 min;Dramas, International Movies, Romantic Movies;Young Laura and Carlos experience the intensity and fragility of first love, as life realities gradually tarnish their idealized notions of romance.
80994421;Movie;Theeram;Saheed Arafath;India;01/07/2018;2017;TV-14;104 min;Dramas, International Movies, Romantic Movies;An auto rickshaw driver harbors a deep affection for a young woman, but his troubled past threatens to stand between them.
80192420;Movie;Half Girlfriend;Mohit Suri;India;02/01/2020;2017;TV-PG;129 min;Dramas, International Movies, Romantic Movies;Small-town Madhav falls for big-city Riya and wants her to be his girlfriend. But she views their relationship differently, and suggests a compromise.
81140307;Movie;Posesif;Edwin;Indonesia;01/01/2020;2017;TV-14;102 min;Dramas, International Movies, Romantic Movies;A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.
80175332;Movie;My Ex & Whys;Cathy Garcia-Molina;Philippines;27/02/2019;2017;TV-14;121 min;Dramas, International Movies, Romantic Movies;Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back.
80177414;Movie;On Body and Soul;Ildiko Enyedi;Hungary;02/02/2018;2017;TV-MA;116 min;Dramas, International Movies, Romantic Movies;Two shy and socially awkward co-workers in Budapest form a special bond through a mysterious mystic connection that manifests in a dream.
80223098;Movie;Desire;Diego Kaplan;Argentina;21/12/2017;2017;TV-MA;94 min;Dramas, International Movies, Romantic Movies;A young woman arrives at her estranged sister's wedding to mend fences but falls prey to lust when she meets the groom.
80177441;Movie;Christmas Inheritance;Ernie Barbarash;United States;15/12/2017;2017;TV-PG;105 min;Dramas, International Movies, Romantic Movies;To inherit her father's company, socialite Ellen must first visit his small hometown, where she learns the value of hard work and helping others.
80182479;Movie;Jindua;Navaniat Singh;India;01/12/2019;2017;TV-14;135 min;Dramas, International Movies, Romantic Movies;An Indian man in Canada marries a local citizen to legalize his immigration status. The only problem? His girlfriend isn't thrilled about his new wife.
80998563;Movie;Kuppivala;Suresh Pillai;;01/08/2018;2017;TV-14;133 min;Dramas, International Movies, Romantic Movies;A young woman talented at traditional dance finds her life changed when her love for a man clashes with the wishes of her father.
80998568;Movie;Melle;Binu Ulahhannan;India;01/08/2018;2017;TV-PG;110 min;Dramas, International Movies, Romantic Movies;After recovering from a tragic experience, a young woman makes a journey to her father's homeland and falls in love with a kind-hearted doctor.
80169549;Movie;Incomplete;Suman Mukhopadhyay;India;08/04/2017;2017;TV-MA;119 min;Dramas, International Movies, Romantic Movies;A man returns to his childhood hometown, where he meets the happily married woman he once jilted, while his best friend endures a more volatile union.
80245519;Movie;Mandobasar Galpo;Tathagata Banerjee;India;01/04/2018;2017;TV-14;103 min;Dramas, International Movies, Romantic Movies;With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma.
80222823;Movie;Orbiter 9;Hatem Khraiche;Spain, Colombia;06/04/2018;2017;TV-14;95 min;Dramas, International Movies, Sci-Fi & Fantasy;A woman who's been alone on a spaceship her whole life becomes enamored with an engineer who suddenly enters her life and upends her universe.
81005314;Movie;Sparring;Samuel Jouy;France;01/09/2018;2017;TV-14;94 min;Dramas, International Movies, Sports Movies;A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory.
81005312;Movie;Carbon;Olivier Marchal;France, Belgium;01/09/2018;2017;TV-MA;104 min;Dramas, International Movies, Thrillers;On the verge of losing his business, an entrepreneur launches a carbon tax scam that thrusts him into a web of criminals, intrigue and murder.
80990815;Movie;Gurgaon;Shanker Raman;India;01/05/2018;2017;TV-14;106 min;Dramas, International Movies, Thrillers;When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.
80188777;Movie;Shuddhi;Adarsh Eshwarappa;India, United States;01/03/2018;2017;TV-14;115 min;Dramas, International Movies, Thrillers;An American woman on a revenge mission travels to India and befriends two journalists seeking justice for violent crimes against women.
81039323;Movie;Sicilian Ghost Story;Fabio Grassadonia, Antonio Piazza;Italy, France, Switzerland;06/07/2019;2017;TV-MA;119 min;Dramas, International Movies, Thrillers;When officials are slow to investigate a mysterious disappearance, a teen girl searches the dark woods on the outskirts of town for the boy she loves.
80180224;Movie;Us and Them;Joseph Martin;United Kingdom;11/07/2018;2017;TV-MA;83 min;Dramas, International Movies, Thrillers;"Tired of his lot in life, an angry young man persuades two of his pub buddies to record a home invasion as a protest against the ""one percent""."
80184770;Movie;Black Snow;Martin Hodara;Argentina, Spain;01/07/2017;2017;TV-MA;91 min;Dramas, International Movies, Thrillers;An old tragedy and lingering animosity erupt when a man returns to Patagonia to convince his estranged brother to sell the family's isolated property.
80226357;Movie;반드시 잡는다;Hong-seon Kim;South Korea;28/02/2018;2017;TV-MA;110 min;Dramas, International Movies, Thrillers;After people in his town start turning up dead, a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago.
80223050;Movie;Forgotten;Hang-Jun Jang;South Korea;21/02/2018;2017;TV-MA;109 min;Dramas, International Movies, Thrillers;When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping.
80211728;Movie;Memoir of a Murderer;Shin-yeon Won;South Korea;19/02/2018;2017;TV-MA;118 min;Dramas, International Movies, Thrillers;Hiding his own murderous past, a man suffering from Alzheimer's must protect his daughter from her boyfriend, who he suspects is also a serial killer.
80201175;Movie;Mom;Ravi Udyawar;India;21/08/2018;2017;TV-MA;139 min;Dramas, International Movies, Thrillers;After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free.
80164904;Movie;Ittefaq;Abhay Chopra;India;03/04/2018;2017;TV-14;105 min;Dramas, International Movies, Thrillers;A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth.
80202808;Movie;A Sort of Family;Diego Lerman;Argentina, Brazil, France, Poland, Germany, Denmark;01/04/2018;2017;TV-14;96 min;Dramas, International Movies, Thrillers;An Argentine doctor faces legal and ethical challenges when she travels to the countryside to pick up the infant she has been waiting to adopt.
80104068;Movie;Our Souls at Night;Ritesh Batra;United States;29/09/2017;2017;TV-14;103 min;Dramas, Romantic Movies;After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom.
80175314;Movie;Some Freaks;Ian MacAllister-McDonald;United States;18/12/2017;2017;TV-MA;97 min;Dramas, Romantic Movies;A one-eyed boy and plus-sized girl form a deep connection. But following a brief separation, they reunite as different people.
